"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"290"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"291"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"292"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"293"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"294"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"295"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"296"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"297"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"298"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"299"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"300"	"patient.1.2.1.1"	"TP53HET"	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"301"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"302"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"303"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"304"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"305"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"306"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"307"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"308"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"309"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"310"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"311"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"312"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"313"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"314"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"315"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"316"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"317"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"318"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"319"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"320"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"321"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"322"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"323"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"324"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"325"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"326"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"327"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"328"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"329"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"330"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"331"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"332"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"333"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"334"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"335"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"336"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"337"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"338"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"339"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"340"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"341"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"342"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"343"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"344"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"345"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"346"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"347"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"348"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"349"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"350"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"351"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"352"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"353"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"354"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"355"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"356"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"357"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"358"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"359"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"360"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"361"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"362"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"363"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"364"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"365"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"366"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"367"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"368"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"369"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"370"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"371"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"372"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"373"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"374"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"375"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"376"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"377"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"378"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"379"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"380"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"381"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"382"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"383"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"384"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"385"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"386"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"387"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"388"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"389"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"390"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"391"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"392"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"393"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"394"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"395"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"396"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"397"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"398"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"399"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"400"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"401"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"402"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"403"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"404"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"405"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"406"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"407"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"408"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"409"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"410"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"411"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"412"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"413"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"414"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"415"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"416"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"417"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"418"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"419"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"420"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"421"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"422"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"423"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"424"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"425"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"426"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"427"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"428"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"429"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"430"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"431"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"432"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"433"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"434"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"435"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"436"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"437"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"438"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"439"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"440"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"441"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"442"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"443"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"444"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"445"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"446"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"447"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"448"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"449"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"450"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"451"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"452"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"453"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"454"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"455"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"456"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"457"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"458"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"459"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"460"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"461"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"462"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"463"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"464"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"465"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"466"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"467"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"468"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"469"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"470"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"471"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"472"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"473"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"474"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"475"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"476"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"477"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"478"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"479"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"480"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"481"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"482"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"483"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"484"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"485"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"486"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"487"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"488"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"489"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"490"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"491"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"492"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"493"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"494"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"495"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"496"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"497"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"498"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"499"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"500"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"501"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"502"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"503"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"504"	"patient.1.2.1.1"	"preleukemic"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"505"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"506"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"507"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"508"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"509"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"510"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"511"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"512"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"513"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"514"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"515"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"516"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"517"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"518"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"519"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"520"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"521"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"522"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"523"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"524"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"525"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"526"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"527"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"528"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"529"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"530"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"531"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
