"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"MPNAML23PL123_21A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_21B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_21D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_21L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_3A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_3J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_3K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_3N"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_3O"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_5A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_5K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_5M"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_7C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_7D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_7I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_7P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_9E"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_9H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_9J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_9L"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_11F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_11H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_11L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_11M"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_13E"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_13H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_15L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_15P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_17B"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_17F"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_17K"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_17L"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_17O"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_17P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_19D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_19F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_19H"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_19I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_19J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_1I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_1J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_23A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_23B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_23C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_23E"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_23J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_3A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_3G"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_3I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_3O"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_3P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_5B"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_5G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_5K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_7B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_7E"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_7K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_7N"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_7O"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_9F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL124_9N"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_11A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_11C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_11L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_11N"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_13C"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_13G"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_13J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_15A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_15H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_15J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_15L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_15P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_17B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_17F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_17J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_17P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1O"	"patient.1.1.1.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_1P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_21E"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_21F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_21H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_21I"	"patient.1.1.1.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_23C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_23D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_3C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_3F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_3H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_5G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_5I"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_5M"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_5P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_7B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_7F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_7H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_7L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_9B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_9N"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL125_9P"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_3E"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL120_11G"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL121_1K"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL121_7G"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL122_13D"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL122_13M"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL122_15H"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL122_17H"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL122_17J"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL122_5F"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL122_9P"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_11F"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_19M"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_1E"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_1N"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_21H"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_21M"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_21N"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_3C"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_5C"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_5J"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_5N"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_5P"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_7H"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL123_9N"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_13O"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_1D"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_1E"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_1L"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_1M"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_1O"	"patient.1.1.2.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_23D"	"patient.1.1.2.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_3D"	"patient.1.1.2.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_3H"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_5A"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_5L"	"patient.1.1.2.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_5M"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_9I"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL124_9P"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_11F"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_15N"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_1J"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_1L"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_5C"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_5E"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_9E"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_9I"	"patient.1.1.2.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL125_9J"	"patient.1.1.2.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.1"
"MPNAML23PL120_3O"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL120_3A"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL120_7K"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL121_13G"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL121_5E"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL121_5M"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL121_7A"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL121_7M"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_11F"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_13B"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_13L"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_15N"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_17D"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_19B"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_19C"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_19I"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_19L"	"patient.1.1.2.2"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_19O"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_21H"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_23O"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_3C"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_3K"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_3M"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_3N"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_5A"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_5H"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_7C"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
"MPNAML23PL122_7J"	"patient.1.1.2.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.2.2"
