"genotype"	"cluster_corrected"	"cluster"
"MPNAML10PL45_11B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_11E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_11F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_13E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_15E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_17C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_19L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_1E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_1H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_1M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_1N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_21G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_21L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_21N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_21O"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_23A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_23E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_23I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_23M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_5A"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_5C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_5D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_5F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_5I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_5K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_7B"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL45_7O"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.1"
"MPNAML10PL35_13C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL35_13B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL35_13M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL35_15I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL35_23E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_11E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_11L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_11N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_13C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_13F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_15I"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_17C"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_1D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_1G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_1L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_23C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_23E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_3C"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_3E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_3H"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_3L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_3N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_5B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_5K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_7D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_7E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_7H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL36_9B"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_11G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_11J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_11L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_11M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_11N"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_13B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_13E"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_15H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_15J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_15P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_17G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_19E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_19O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_19P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_21E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_21I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_21L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_21M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_23A"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_23C"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL37_23O"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_11C"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_11K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_15I"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_19C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_19I"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_1B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_1F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_1I"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_1N"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_21E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_23I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_23J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_23N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_3A"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_3C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_3D"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_3F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_5C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_5I"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_5M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_7A"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_7G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_7P"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_9D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL38_9K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_11H"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_15D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_17A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_19B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_19G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_19H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_19I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_19J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_19N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_19O"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_1J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_1L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_21E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_21H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_21K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_23G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_5L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_7F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_7J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL45_7P"	NA	"del5_del9_del13_amp19"	"patient.1.1.2.2"
"MPNAML10PL35_11B"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11D"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_11P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_13E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_13F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_13I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_13K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_13L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_13N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_13O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15B"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_15P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_17D"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_17F"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_17I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_17L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_17O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19K"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_19P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1D"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_1P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21A"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21I"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_21P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_23B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_23C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_23G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_23I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_23N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_23O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_23P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3F"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_3P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7H"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_7P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_9A"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_9C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_9K"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_9L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_9M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_9O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL35_9P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_11A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_11D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_11M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_11O"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_11P"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_13L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_15K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_15M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_15N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_15P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_17G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_17N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_1F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_1H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_1J"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_1M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_1N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_23J"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_23K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_5A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_5C"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_5D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_5L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_5O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_5P"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_7A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_7K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_7L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_7N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_7O"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_7P"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9I"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_9P"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_11C"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_11P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_13A"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_13I"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_13K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_13M"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
