"genotype"	"cluster_corrected"	"cluster"
"MPNAML10PL51_3J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_5B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_5C"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_5D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_5L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_15J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_15I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_15N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_15P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_19D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_19G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_19L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_19O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_19P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_1B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_21F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_3P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_9I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_9P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_11B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_11C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_13B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_13K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_13N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_15A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_15C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_15H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_15L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_15N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_15P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_19D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_19I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_19J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_19L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_19P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_1B"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_1F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_21B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_21D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_21L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_21N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_3E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_5B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_5D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_7E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_7N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL40_9D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_11C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_11G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_11H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_11L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_11O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_13C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_13E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_13F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_13G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_13N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_15C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_15D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_15E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_15F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_15I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_15L"	"preleukemic"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_15N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_21B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_21L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_21P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_3I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_3N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_5K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL42_9B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL46_11L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL46_15L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL46_23L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL46_5D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL47_11C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL47_11G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL47_15K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL47_15M"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL47_17I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_15B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_15D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_17B"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_17C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_17K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_19C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_19E"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_19L"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_19N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_1B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_1E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_1H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_1I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_1J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_23G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_23I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_23J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_23N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_3J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_3P"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_5B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL49_5K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_15A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_15E"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_17M"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_19L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_19N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_1B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_1H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_1L"	"unassigned"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_21A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_21H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_21N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_23F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_23L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_3C"	NA	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_3D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_3F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_3M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_3N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_3O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_5F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_5J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL51_5O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.2"
"MPNAML10PL39_13A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_11O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_17K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_19K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_21E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_3D"	NA	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_3O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_7M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_11E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_11H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_11I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_11M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_13A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_13C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_19C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_1E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_1I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_1N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_3A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_3K"	NA	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_3M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_5E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_5I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_5K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_7C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_7K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_7L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_9A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL40_9O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_15A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_17A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_17N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_19D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_19E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_19G"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_19J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_19M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_21A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_21H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_23N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_23O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_7B"	NA	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_7H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_7K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_9O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL42_9P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL46_11I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL47_19C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL49_1D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL49_21J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.2"
"MPNAML10PL39_11G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_11D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_13F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_15H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_17A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_17H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_19C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_1F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_1H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_21P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_3J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_5I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_5P"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_7C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_7P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_9C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_9F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_9M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL40_15D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL40_19M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL40_21E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_11K"	"unassigned"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_13A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_13M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_13O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_15K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_17F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_19I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_19N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_19O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_23C"	"unassigned"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_23F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_3F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_5B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL42_9D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_17B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_19J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_1E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_1F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_21H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_21L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_23D"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_23F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_23J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL46_5J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_11A"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_11E"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_11L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_13D"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_15F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_15G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_15J"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_17D"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_19G"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_19L"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_19M"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_19O"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_21A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_21C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_21D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_21I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_21L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_21M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_21P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_23D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_23G"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL47_23P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL49_15M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL49_3F"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL49_5I"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL49_5O"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_15C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_15G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_15K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_17C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_17O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_19D"	NA	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_19J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_1E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_21I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_21L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_21M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_21P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_23I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_23O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_3I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL51_3K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.1"
"MPNAML10PL39_11K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_11B"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_11P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_13I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_17F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_19I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_19N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_1G"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_1L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_3E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_3H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_3N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_5C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_7D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_7E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_7F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_7H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_7L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_9L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_11D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_11P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_13G"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_1H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_1J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_1M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_3F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_3G"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_3H"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_3I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_3P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_5L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_5M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_7H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_9L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL40_9P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_11A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_15H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_17B"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_17E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_19L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_19P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_23M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_3M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_3P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
