"genotype"	"cluster_corrected"	"cluster"
"MPNAML30PL166_9N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_11D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_11J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_13D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_13F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_13K"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_13N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_15N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_17B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_17J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_17K"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_19N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_19P"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_1E"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_1H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_1L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_1N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_21B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_21D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_21H"	NA	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_21M"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_21N"	"TP53HET"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_23B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_23D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_23L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_5D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_5H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_5J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_7B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_7J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_7L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_9B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_9D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_9E"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL167_9N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_11B"	"TP53HET"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_11F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_11H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_11P"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_13F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_13J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_15B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_15H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_15J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_15N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_17D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_17J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_17L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_19J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_19L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_1H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_21B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_21C"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_21D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_21H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_23F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_23L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_23N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_3J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_3L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_3O"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_7B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_7E"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_7F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_7H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_7J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_7N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_9A"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_9E"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_9F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_9J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_9N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL168_9P"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_11G"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_15A"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_15E"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_15O"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_19I"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_1M"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_23C"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_23H"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_3B"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_3F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_3H"	NA	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_3O"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_5C"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_5N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_9F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL169_9L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.1"
"MPNAML30PL165_7D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL165_15J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL165_7E"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL165_7N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL166_15A"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL166_21O"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL166_5K"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL167_11A"	"TP53HET"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL167_21K"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL167_23K"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL168_15C"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL168_15L"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL168_17E"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL168_17N"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL168_3D"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL168_3F"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL168_7G"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL169_11J"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL169_19J"	NA	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL169_1I"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL169_9K"	"TP53_multihit_M2"	"cluster1"	"patient.1.2.1.2"
"MPNAML30PL165_13E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_11F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_15D"	"TP53HET"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_15H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_15L"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_15M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_15O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_17D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_17G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_21L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_21M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_21P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_23D"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_23P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_3G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_3N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_5D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_7B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_7F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_9N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_11A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_11C"	"TP53HET"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_11N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_13B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_13E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_15M"	"TP53HET"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_15N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_15P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_17D"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_17M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_19C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_19K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_19M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_21E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_21P"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_23K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_3G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_3N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_5E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_5I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_5O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_7F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL166_7N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_11M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_11N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_13G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_13L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_15B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_15K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_17A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_17L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_17P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_19I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_1C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_1M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_1P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_21L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_21P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_7G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_9G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_9L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL167_9M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_11G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_11N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_13A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_13B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_13M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_17H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_17I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_17M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_19A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_19D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_19G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_19O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_19P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_1D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_1G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_1J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_21E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_21J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_21N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_21O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_23E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_3B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_7D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_9C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_9L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL168_9O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL169_15M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL169_1F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL169_1J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL169_3P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL169_5E"	"TP53HET"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL169_5H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL169_5K"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML30PL165_11C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_11B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_11E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_11G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_11H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_11N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_11O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_11P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_13B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_13C"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_13G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_13H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_13I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_13O"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_15A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_15C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_15E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_15G"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_15I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_15K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_17B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_17C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_17F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_17I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_17J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_17N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_21A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_21C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_21D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_21E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_21F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_21H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_21J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_23F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_23G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_23I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_23J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_23L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_23O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_3A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_3D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_3E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_3F"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_3K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_3O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_5B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_5C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_5G"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_5I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_5M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_7G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_7I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_7M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9C"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9F"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9M"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL165_9P"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_11E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_11P"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_13D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_13F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_13J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_15H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_15K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_15L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_17C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_17H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_17I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_17J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_17L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_17N"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19D"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_19N"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_21J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_21L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_21N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_23F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_23J"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
