"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"MPNAML31PL172_11I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_13C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_13F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_13I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_13J"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_13M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_15P"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17H"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17M"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17O"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_17P"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_19A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_19C"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_19E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_19I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_19M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_19N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1K"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_1P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_21E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_21F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_21N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_21O"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_21P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_23A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_23E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_23I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_23M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_23N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_3D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_3G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_3H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_3O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_7D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_7E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_7F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_7G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_7I"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_9P"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_11D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_11F"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_11G"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_11K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_11O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_13A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_13B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_13C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_13E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_13F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_13G"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_13M"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_15C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_15I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_15K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_15N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_15O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_17A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_17G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_17H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_17I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_17N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_17P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_19P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1C"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1D"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1M"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_1P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_21H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_21N"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_21O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_21P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_23F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_23K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_23L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_23O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_3A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_3B"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_3C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_3E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_3K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_3P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_5P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9D"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9J"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9L"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL173_9P"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11L"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_11O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_13A"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_13E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_13M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_15L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_17O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_1B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_1J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_1O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_3B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_3C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_3F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_3H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_3J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_3K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5F"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5H"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5K"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_5O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL174_7P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13D"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_13K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_15A"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_15I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_17I"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_17M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_1E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_1G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_1H"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_1I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_1L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL175_1O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
