"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"MPNAML31PL177_7F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_7G"	"patient.1.1.2.1"	"unassigned"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_7J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_7L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_7M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_7P"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_9D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_9H"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_9L"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_9N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_9O"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL177_9P"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_11B"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_11E"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_11G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_11H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_11I"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_11K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_11M"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_13C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_13O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_1A"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_1B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_1J"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_1K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_1N"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_21E"	"patient.1.1.2.1"	"unassigned"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_3B"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_3D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_3G"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_3H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_3J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_3N"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_3O"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_5C"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_5F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_5H"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_5J"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_5L"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_7B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_7E"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_7F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_7H"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_7I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_7K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_7M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_9B"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_9I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_9J"	"patient.1.1.2.1"	"preleukemic"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL178_9O"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_11E"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_11F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_11H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_11J"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_11K"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_17K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_1C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_1G"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_1J"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_1K"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_1P"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_3A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_3K"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_3M"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_5H"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_5J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_5P"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_7B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_7E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_7J"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_7K"	"patient.1.1.2.1"	"unassigned"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_7L"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_7M"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_7N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_9C"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_9D"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_9E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_9H"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_9I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL179_9K"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_11A"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_11D"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_11E"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_11K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_11L"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_1A"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_1B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_1D"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_1H"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_1K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_1L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_1O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_3G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_3H"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_3I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_3J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_3K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_3M"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_5F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_5I"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_5J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_5M"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_5P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_7B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_7E"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_7F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_7L"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_9C"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_9D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_9L"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_9M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_9N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL180_9P"	"patient.1.1.2.1"	"preleukemic"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_11C"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_11D"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_11H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_11M"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_15B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_15E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_1H"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_1I"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_1K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3A"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3D"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3F"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3I"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3L"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_3O"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_5A"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_5E"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_5F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_5G"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_5H"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_5I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_5J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_7D"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_7E"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_7H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_7J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_7P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_9A"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_9D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_9E"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL181_9F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_11A"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_11D"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_11J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_11K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_11M"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_13F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_19G"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_19L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_19O"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_1H"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_1N"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_21A"	"patient.1.1.2.1"	NA	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_21L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_21O"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_23A"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_23E"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_3B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_3C"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_3E"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_3F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_7F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_7G"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_7I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_7P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_9D"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_9J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL184_9L"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_11A"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_11C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_11F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_11J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_11M"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_13A"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_13C"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_13F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_13G"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_13K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_13M"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_15A"	"patient.1.1.2.1"	"unassigned"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_15D"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_15G"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_17C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_17H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_17I"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_1B"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_1E"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_1F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_1H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_1N"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_1P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_21E"	"patient.1.1.2.1"	"unassigned"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_21J"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_21K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_23A"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_23E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_23G"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_23H"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_23L"	"patient.1.1.2.1"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_3B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_3E"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_3P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_5B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_5E"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_5J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_5N"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_5O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_9A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
