"genotype"	"cluster_corrected"	"cluster"
"MPNAML22PL99_9I"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9J"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9M"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9N"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9O"	NA	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9P"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL100_13K"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_13B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_13O"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_15E"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_15N"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_1C"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_23H"	NA	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_5A"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL100_7P"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_11B"	NA	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_15F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_15H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_15I"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_15L"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_17B"	NA	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_17G"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_17I"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_17K"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_19A"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_19C"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_19I"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_19K"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_1N"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_1O"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_21F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_3B"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_7H"	NA	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_7N"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_9J"	"TP53HET"	"normal"	"patient.1.1.2.1"
"MPNAML22PL99_11D"	NA	"normal"	"patient.1.1.2.1"
"MPNAML22PL99_1C"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML22PL101_1E"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML22PL100_11B"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11A"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11D"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11E"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11K"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11L"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11N"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11O"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11P"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_13E"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_13G"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_13I"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_13M"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_15A"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_15C"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_15G"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_15O"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_7C"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_7H"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_7K"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_7M"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_9B"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_9F"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_9H"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_9L"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15B"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15C"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15D"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15J"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15K"	NA	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15M"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15N"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_15P"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17A"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17D"	NA	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17F"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17H"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17J"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17L"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17N"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17O"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_17P"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_19D"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_19F"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_19M"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21A"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21C"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21D"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21E"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21I"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21J"	NA	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21K"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21N"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL101_21O"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_13B"	"TP53HET"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_13D"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_13G"	"TP53HET"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_13M"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_13O"	"TP53_multihit_M2"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15A"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15B"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15E"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15G"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15H"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15I"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15J"	"TP53HET"	"normal"	"patient.1.1.1.1"
"MPNAML22PL99_15O"	"preleukemic"	"normal"	"patient.1.1.1.1"
"MPNAML22PL100_11F"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_11C"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_11G"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_11H"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_11I"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_11M"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_13A"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_13C"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_13D"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_13F"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_13H"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_13J"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15B"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15D"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15F"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15H"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15I"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15J"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15K"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15L"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15M"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_15P"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7B"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7D"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7E"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7F"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7G"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7I"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7J"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7L"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_7N"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9A"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9C"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9D"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9E"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9G"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9I"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9J"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9M"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9N"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9O"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL100_9P"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_15E"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_15G"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_15O"	NA	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_17E"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_19B"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_19G"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_19H"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_19N"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_19O"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_19P"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_21H"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_21L"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_21M"	NA	"normal"	"patient.1.1.1.2"
"MPNAML22PL101_21P"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_13A"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_13C"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_13E"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_13F"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_13I"	"TP53HET"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_13J"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_13K"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_15C"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_15D"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_15L"	"TP53HET"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_15M"	"preleukemic"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_15N"	"TP53HET"	"normal"	"patient.1.1.1.2"
"MPNAML22PL99_15P"	"preleukemic"	"normal"	"patient.1.1.1.2"
