"subcluster"	"cell_id"
"patient.1.1.2.1"	"MPNAML08PL23_3E"
"patient.1.1.2.1"	"MPNAML08PL23_3O"
"patient.1.1.2.1"	"MPNAML08PL23_5B"
"patient.1.1.2.1"	"MPNAML08PL23_5E"
"patient.1.1.2.1"	"MPNAML08PL23_7P"
"patient.1.1.2.1"	"MPNAML08PL23_9F"
"patient.1.1.2.1"	"MPNAML08PL23_9G"
"patient.1.1.2.1"	"MPNAML08PL23_9K"
"patient.1.1.2.1"	"MPNAML08PL23_9P"
"patient.1.1.2.1"	"MPNAML08PL24_11I"
"patient.1.1.2.1"	"MPNAML08PL24_13F"
"patient.1.1.2.1"	"MPNAML08PL24_15D"
"patient.1.1.2.1"	"MPNAML08PL24_17D"
"patient.1.1.2.1"	"MPNAML08PL24_19L"
"patient.1.1.2.1"	"MPNAML08PL24_5C"
"patient.1.1.2.1"	"MPNAML08PL24_7D"
"patient.1.1.2.1"	"MPNAML08PL24_7L"
"patient.1.1.2.1"	"MPNAML08PL24_9C"
"patient.1.1.2.1"	"MPNAML08PL25_13B"
"patient.1.1.2.1"	"MPNAML08PL25_17I"
"patient.1.1.2.1"	"MPNAML08PL25_19M"
"patient.1.1.2.1"	"MPNAML08PL25_1L"
"patient.1.1.2.1"	"MPNAML08PL25_21B"
"patient.1.1.2.1"	"MPNAML08PL25_21P"
"patient.1.1.2.1"	"MPNAML08PL25_23D"
"patient.1.1.2.1"	"MPNAML08PL25_23L"
"patient.1.1.2.1"	"MPNAML08PL25_5A"
"patient.1.1.2.1"	"MPNAML08PL28_11A"
"patient.1.1.2.1"	"MPNAML08PL28_11E"
"patient.1.1.2.1"	"MPNAML08PL28_11I"
"patient.1.1.2.1"	"MPNAML08PL28_11M"
"patient.1.1.2.1"	"MPNAML08PL28_13C"
"patient.1.1.2.1"	"MPNAML08PL28_13K"
"patient.1.1.2.1"	"MPNAML08PL28_13O"
"patient.1.1.2.1"	"MPNAML08PL28_15A"
"patient.1.1.2.1"	"MPNAML08PL28_15K"
"patient.1.1.2.1"	"MPNAML08PL28_19C"
"patient.1.1.2.1"	"MPNAML08PL28_19E"
"patient.1.1.2.1"	"MPNAML08PL28_19I"
"patient.1.1.2.1"	"MPNAML08PL28_19J"
"patient.1.1.2.1"	"MPNAML08PL28_19K"
"patient.1.1.2.1"	"MPNAML08PL28_19M"
"patient.1.1.2.1"	"MPNAML08PL28_1G"
"patient.1.1.2.1"	"MPNAML08PL28_1K"
"patient.1.1.2.1"	"MPNAML08PL28_1M"
"patient.1.1.2.1"	"MPNAML08PL28_21A"
"patient.1.1.2.1"	"MPNAML08PL28_21E"
"patient.1.1.2.1"	"MPNAML08PL28_21G"
"patient.1.1.2.1"	"MPNAML08PL28_21K"
"patient.1.1.2.1"	"MPNAML08PL28_23C"
"patient.1.1.2.1"	"MPNAML08PL28_23E"
"patient.1.1.2.1"	"MPNAML08PL28_23G"
"patient.1.1.2.1"	"MPNAML08PL28_23I"
"patient.1.1.2.1"	"MPNAML08PL28_23J"
"patient.1.1.2.1"	"MPNAML08PL28_23K"
"patient.1.1.2.1"	"MPNAML08PL28_23L"
"patient.1.1.2.1"	"MPNAML08PL28_23O"
"patient.1.1.2.1"	"MPNAML08PL28_3A"
"patient.1.1.2.1"	"MPNAML08PL28_3C"
"patient.1.1.2.1"	"MPNAML08PL28_3E"
"patient.1.1.2.1"	"MPNAML08PL28_3I"
"patient.1.1.2.1"	"MPNAML08PL28_3M"
"patient.1.1.2.1"	"MPNAML08PL28_5I"
"patient.1.1.2.1"	"MPNAML08PL28_5K"
"patient.1.1.2.1"	"MPNAML08PL28_5O"
"patient.1.1.2.1"	"MPNAML08PL28_7E"
"patient.1.1.2.1"	"MPNAML08PL28_7G"
"patient.1.1.2.1"	"MPNAML08PL28_7I"
"patient.1.1.2.1"	"MPNAML08PL28_7K"
"patient.1.1.2.1"	"MPNAML08PL28_7O"
"patient.1.1.2.1"	"MPNAML08PL28_9A"
"patient.1.1.2.1"	"MPNAML08PL28_9C"
"patient.1.1.2.1"	"MPNAML08PL28_9E"
"patient.1.1.2.1"	"MPNAML08PL28_9G"
"patient.1.1.2.1"	"MPNAML08PL28_9O"
"patient.1.1.2.2"	"MPNAML08PL19_11G"
"patient.1.1.2.2"	"MPNAML08PL19_13F"
"patient.1.1.2.2"	"MPNAML08PL19_13H"
"patient.1.1.2.2"	"MPNAML08PL19_13I"
"patient.1.1.2.2"	"MPNAML08PL19_13K"
"patient.1.1.2.2"	"MPNAML08PL19_13N"
"patient.1.1.2.2"	"MPNAML08PL19_13O"
"patient.1.1.2.2"	"MPNAML08PL19_13P"
"patient.1.1.2.2"	"MPNAML08PL19_15C"
"patient.1.1.2.2"	"MPNAML08PL19_15I"
"patient.1.1.2.2"	"MPNAML08PL19_15K"
"patient.1.1.2.2"	"MPNAML08PL19_15N"
"patient.1.1.2.2"	"MPNAML08PL19_15P"
"patient.1.1.2.2"	"MPNAML08PL19_17B"
"patient.1.1.2.2"	"MPNAML08PL19_17O"
"patient.1.1.2.2"	"MPNAML08PL19_19A"
"patient.1.1.2.2"	"MPNAML08PL19_19D"
"patient.1.1.2.2"	"MPNAML08PL19_19G"
"patient.1.1.2.2"	"MPNAML08PL19_19I"
"patient.1.1.2.2"	"MPNAML08PL19_19J"
"patient.1.1.2.2"	"MPNAML08PL19_19L"
"patient.1.1.2.2"	"MPNAML08PL19_19M"
"patient.1.1.2.2"	"MPNAML08PL19_1I"
"patient.1.1.2.2"	"MPNAML08PL19_1N"
"patient.1.1.2.2"	"MPNAML08PL19_21C"
"patient.1.1.2.2"	"MPNAML08PL19_21J"
"patient.1.1.2.2"	"MPNAML08PL19_21K"
"patient.1.1.2.2"	"MPNAML08PL19_23C"
"patient.1.1.2.2"	"MPNAML08PL19_23H"
"patient.1.1.2.2"	"MPNAML08PL19_23I"
"patient.1.1.2.2"	"MPNAML08PL19_23J"
"patient.1.1.2.2"	"MPNAML08PL19_3C"
"patient.1.1.2.2"	"MPNAML08PL19_3H"
"patient.1.1.2.2"	"MPNAML08PL19_3I"
"patient.1.1.2.2"	"MPNAML08PL19_3K"
"patient.1.1.2.2"	"MPNAML08PL19_3L"
"patient.1.1.2.2"	"MPNAML08PL19_3M"
"patient.1.1.2.2"	"MPNAML08PL19_7A"
"patient.1.1.2.2"	"MPNAML08PL19_7C"
"patient.1.1.2.2"	"MPNAML08PL19_7E"
"patient.1.1.2.2"	"MPNAML08PL19_7H"
"patient.1.1.2.2"	"MPNAML08PL19_7K"
"patient.1.1.2.2"	"MPNAML08PL19_7L"
"patient.1.1.2.2"	"MPNAML08PL19_7M"
"patient.1.1.2.2"	"MPNAML08PL19_7N"
"patient.1.1.2.2"	"MPNAML08PL19_7O"
"patient.1.1.2.2"	"MPNAML08PL19_9E"
"patient.1.1.2.2"	"MPNAML08PL19_9I"
"patient.1.1.2.2"	"MPNAML08PL19_9K"
"patient.1.1.2.2"	"MPNAML08PL20_11D"
"patient.1.1.2.2"	"MPNAML08PL20_11N"
"patient.1.1.2.2"	"MPNAML08PL20_15D"
"patient.1.1.2.2"	"MPNAML08PL20_15N"
"patient.1.1.2.2"	"MPNAML08PL20_17G"
"patient.1.1.2.2"	"MPNAML08PL20_17N"
"patient.1.1.2.2"	"MPNAML08PL20_19L"
"patient.1.1.2.2"	"MPNAML08PL20_23M"
"patient.1.1.2.2"	"MPNAML08PL20_23P"
"patient.1.1.2.2"	"MPNAML08PL20_7G"
"patient.1.1.2.2"	"MPNAML08PL20_7J"
"patient.1.1.2.2"	"MPNAML08PL20_7M"
"patient.1.1.2.2"	"MPNAML08PL20_9N"
"patient.1.1.2.2"	"MPNAML08PL21_11C"
"patient.1.1.2.2"	"MPNAML08PL21_11E"
"patient.1.1.2.2"	"MPNAML08PL21_11F"
"patient.1.1.2.2"	"MPNAML08PL21_11I"
"patient.1.1.2.2"	"MPNAML08PL21_11M"
"patient.1.1.2.2"	"MPNAML08PL21_13B"
"patient.1.1.2.2"	"MPNAML08PL21_13C"
"patient.1.1.2.2"	"MPNAML08PL21_13D"
"patient.1.1.2.2"	"MPNAML08PL21_13H"
"patient.1.1.2.2"	"MPNAML08PL21_13M"
"patient.1.1.2.2"	"MPNAML08PL21_15A"
"patient.1.1.2.2"	"MPNAML08PL21_15F"
"patient.1.1.2.2"	"MPNAML08PL21_15L"
"patient.1.1.2.2"	"MPNAML08PL21_15M"
"patient.1.1.2.2"	"MPNAML08PL21_15N"
"patient.1.1.2.2"	"MPNAML08PL21_17A"
"patient.1.1.2.2"	"MPNAML08PL21_17C"
"patient.1.1.2.2"	"MPNAML08PL21_17K"
"patient.1.1.2.2"	"MPNAML08PL21_17N"
"patient.1.1.2.2"	"MPNAML08PL21_17P"
"patient.1.1.2.2"	"MPNAML08PL21_19A"
"patient.1.1.2.2"	"MPNAML08PL21_19G"
"patient.1.1.2.2"	"MPNAML08PL21_19M"
"patient.1.1.2.2"	"MPNAML08PL21_19N"
"patient.1.1.2.2"	"MPNAML08PL21_1D"
"patient.1.1.2.2"	"MPNAML08PL21_1E"
"patient.1.1.2.2"	"MPNAML08PL21_1G"
"patient.1.1.2.2"	"MPNAML08PL21_1K"
"patient.1.1.2.2"	"MPNAML08PL21_21A"
"patient.1.1.2.2"	"MPNAML08PL21_21C"
"patient.1.1.2.2"	"MPNAML08PL21_21G"
"patient.1.1.2.2"	"MPNAML08PL21_21I"
"patient.1.1.2.2"	"MPNAML08PL21_21J"
"patient.1.1.2.2"	"MPNAML08PL21_21P"
"patient.1.1.2.2"	"MPNAML08PL21_23A"
"patient.1.1.2.2"	"MPNAML08PL21_23L"
"patient.1.1.2.2"	"MPNAML08PL21_23O"
"patient.1.1.2.2"	"MPNAML08PL21_3A"
"patient.1.1.2.2"	"MPNAML08PL21_3K"
"patient.1.1.2.2"	"MPNAML08PL21_5A"
"patient.1.1.2.2"	"MPNAML08PL21_5E"
"patient.1.1.2.2"	"MPNAML08PL21_5F"
"patient.1.1.2.2"	"MPNAML08PL21_5H"
"patient.1.1.2.2"	"MPNAML08PL21_5O"
"patient.1.1.2.2"	"MPNAML08PL21_5P"
"patient.1.1.2.2"	"MPNAML08PL21_9G"
"patient.1.1.2.2"	"MPNAML08PL21_9J"
"patient.1.1.2.2"	"MPNAML08PL21_9K"
"patient.1.1.2.2"	"MPNAML08PL21_9P"
"patient.1.1.2.2"	"MPNAML08PL22_13B"
"patient.1.1.2.2"	"MPNAML08PL22_13E"
"patient.1.1.2.2"	"MPNAML08PL22_13G"
"patient.1.1.2.2"	"MPNAML08PL22_13L"
"patient.1.1.2.2"	"MPNAML08PL22_13M"
"patient.1.1.2.2"	"MPNAML08PL22_15B"
"patient.1.1.2.2"	"MPNAML08PL22_15M"
"patient.1.1.2.2"	"MPNAML08PL22_17M"
"patient.1.1.2.2"	"MPNAML08PL22_19A"
"patient.1.1.2.2"	"MPNAML08PL22_19K"
"patient.1.1.2.2"	"MPNAML08PL22_19M"
"patient.1.1.2.2"	"MPNAML08PL22_1E"
"patient.1.1.2.2"	"MPNAML08PL22_1N"
"patient.1.1.2.2"	"MPNAML08PL22_21E"
"patient.1.1.2.2"	"MPNAML08PL22_3C"
"patient.1.1.2.2"	"MPNAML08PL22_3N"
"patient.1.1.2.2"	"MPNAML08PL22_5E"
"patient.1.1.2.2"	"MPNAML08PL22_5J"
"patient.1.1.2.2"	"MPNAML08PL22_7E"
"patient.1.1.2.2"	"MPNAML08PL22_7K"
"patient.1.1.2.2"	"MPNAML08PL23_11F"
"patient.1.1.2.2"	"MPNAML08PL23_11L"
"patient.1.1.2.2"	"MPNAML08PL23_11N"
"patient.1.1.2.2"	"MPNAML08PL23_13D"
"patient.1.1.2.2"	"MPNAML08PL23_13N"
"patient.1.1.2.2"	"MPNAML08PL23_13P"
"patient.1.1.2.2"	"MPNAML08PL23_15A"
"patient.1.1.2.2"	"MPNAML08PL23_15F"
"patient.1.1.2.2"	"MPNAML08PL23_15J"
"patient.1.1.2.2"	"MPNAML08PL23_15N"
"patient.1.1.2.2"	"MPNAML08PL23_17E"
"patient.1.1.2.2"	"MPNAML08PL23_17G"
"patient.1.1.2.2"	"MPNAML08PL23_17H"
"patient.1.1.2.2"	"MPNAML08PL23_17K"
"patient.1.1.2.2"	"MPNAML08PL23_17P"
"patient.1.1.2.2"	"MPNAML08PL23_19B"
"patient.1.1.2.2"	"MPNAML08PL23_19E"
"patient.1.1.2.2"	"MPNAML08PL23_19G"
"patient.1.1.2.2"	"MPNAML08PL23_19N"
"patient.1.1.2.2"	"MPNAML08PL23_21A"
"patient.1.1.2.2"	"MPNAML08PL23_21D"
"patient.1.1.2.2"	"MPNAML08PL23_21N"
"patient.1.1.2.2"	"MPNAML08PL23_23C"
"patient.1.1.2.2"	"MPNAML08PL23_23I"
"patient.1.1.2.2"	"MPNAML08PL23_3B"
"patient.1.1.2.2"	"MPNAML08PL23_3D"
"patient.1.1.2.2"	"MPNAML08PL23_3F"
"patient.1.1.2.2"	"MPNAML08PL23_3I"
"patient.1.1.2.2"	"MPNAML08PL23_3J"
"patient.1.1.2.2"	"MPNAML08PL23_3P"
"patient.1.1.2.2"	"MPNAML08PL23_5A"
"patient.1.1.2.2"	"MPNAML08PL23_5H"
"patient.1.1.2.2"	"MPNAML08PL23_5L"
"patient.1.1.2.2"	"MPNAML08PL23_5P"
"patient.1.1.2.2"	"MPNAML08PL23_7F"
"patient.1.1.2.2"	"MPNAML08PL23_7H"
"patient.1.1.2.2"	"MPNAML08PL23_7J"
"patient.1.1.2.2"	"MPNAML08PL23_7N"
"patient.1.1.2.2"	"MPNAML08PL23_9I"
"patient.1.1.2.2"	"MPNAML08PL23_9O"
"patient.1.1.2.2"	"MPNAML08PL24_11A"
"patient.1.1.2.2"	"MPNAML08PL24_11C"
"patient.1.1.2.2"	"MPNAML08PL24_11L"
"patient.1.1.2.2"	"MPNAML08PL24_13C"
"patient.1.1.2.2"	"MPNAML08PL24_13N"
"patient.1.1.2.2"	"MPNAML08PL24_15F"
"patient.1.1.2.2"	"MPNAML08PL24_15L"
"patient.1.1.2.2"	"MPNAML08PL24_15O"
"patient.1.1.2.2"	"MPNAML08PL24_17A"
"patient.1.1.2.2"	"MPNAML08PL24_17J"
"patient.1.1.2.2"	"MPNAML08PL24_17L"
"patient.1.1.2.2"	"MPNAML08PL24_17O"
"patient.1.1.2.2"	"MPNAML08PL24_19D"
"patient.1.1.2.2"	"MPNAML08PL24_19H"
"patient.1.1.2.2"	"MPNAML08PL24_19I"
"patient.1.1.2.2"	"MPNAML08PL24_1M"
"patient.1.1.2.2"	"MPNAML08PL24_1N"
"patient.1.1.2.2"	"MPNAML08PL24_21H"
"patient.1.1.2.2"	"MPNAML08PL24_23A"
"patient.1.1.2.2"	"MPNAML08PL24_23B"
"patient.1.1.2.2"	"MPNAML08PL24_23I"
"patient.1.1.2.2"	"MPNAML08PL24_23J"
"patient.1.1.2.2"	"MPNAML08PL24_5H"
"patient.1.1.2.2"	"MPNAML08PL24_5J"
"patient.1.1.2.2"	"MPNAML08PL24_7F"
"patient.1.1.2.2"	"MPNAML08PL24_7I"
"patient.1.1.2.2"	"MPNAML08PL24_7M"
"patient.1.1.2.2"	"MPNAML08PL24_7N"
"patient.1.1.2.2"	"MPNAML08PL24_7P"
"patient.1.1.2.2"	"MPNAML08PL24_9B"
"patient.1.1.2.2"	"MPNAML08PL24_9D"
"patient.1.1.2.2"	"MPNAML08PL24_9E"
"patient.1.1.2.2"	"MPNAML08PL24_9F"
"patient.1.1.2.2"	"MPNAML08PL24_9N"
"patient.1.1.2.2"	"MPNAML08PL24_9P"
"patient.1.1.2.2"	"MPNAML08PL25_13A"
"patient.1.1.2.2"	"MPNAML08PL25_13C"
"patient.1.1.2.2"	"MPNAML08PL25_13E"
"patient.1.1.2.2"	"MPNAML08PL25_13N"
"patient.1.1.2.2"	"MPNAML08PL25_15A"
"patient.1.1.2.2"	"MPNAML08PL25_15N"
"patient.1.1.2.2"	"MPNAML08PL25_17D"
"patient.1.1.2.2"	"MPNAML08PL25_17F"
"patient.1.1.2.2"	"MPNAML08PL25_17G"
"patient.1.1.2.2"	"MPNAML08PL25_19B"
"patient.1.1.2.2"	"MPNAML08PL25_19C"
"patient.1.1.2.2"	"MPNAML08PL25_19F"
"patient.1.1.2.2"	"MPNAML08PL25_1C"
"patient.1.1.2.2"	"MPNAML08PL25_1D"
"patient.1.1.2.2"	"MPNAML08PL25_1G"
"patient.1.1.2.2"	"MPNAML08PL25_1J"
"patient.1.1.2.2"	"MPNAML08PL25_1K"
"patient.1.1.2.2"	"MPNAML08PL25_1M"
"patient.1.1.2.2"	"MPNAML08PL25_21G"
"patient.1.1.2.2"	"MPNAML08PL25_21L"
"patient.1.1.2.2"	"MPNAML08PL25_21O"
"patient.1.1.2.2"	"MPNAML08PL25_23A"
"patient.1.1.2.2"	"MPNAML08PL25_23B"
"patient.1.1.2.2"	"MPNAML08PL25_23C"
"patient.1.1.2.2"	"MPNAML08PL25_23E"
"patient.1.1.2.2"	"MPNAML08PL25_23H"
"patient.1.1.2.2"	"MPNAML08PL25_23J"
"patient.1.1.2.2"	"MPNAML08PL25_23O"
"patient.1.1.2.2"	"MPNAML08PL25_23P"
"patient.1.1.2.2"	"MPNAML08PL25_3B"
"patient.1.1.2.2"	"MPNAML08PL25_3L"
"patient.1.1.2.2"	"MPNAML08PL25_5B"
"patient.1.1.2.2"	"MPNAML08PL25_5E"
"patient.1.1.2.2"	"MPNAML08PL25_5M"
"patient.1.1.2.2"	"MPNAML08PL25_7G"
"patient.1.1.2.2"	"MPNAML08PL25_7J"
"patient.1.1.2.2"	"MPNAML08PL25_7P"
"patient.1.1.2.2"	"MPNAML08PL28_11G"
"patient.1.1.2.2"	"MPNAML08PL28_15C"
"patient.1.1.2.2"	"MPNAML08PL28_15E"
"patient.1.1.2.2"	"MPNAML08PL28_19B"
"patient.1.1.2.2"	"MPNAML08PL28_19D"
"patient.1.1.2.2"	"MPNAML08PL28_19L"
"patient.1.1.2.2"	"MPNAML08PL28_19O"
"patient.1.1.2.2"	"MPNAML08PL28_21J"
"patient.1.1.2.2"	"MPNAML08PL28_21L"
"patient.1.1.2.2"	"MPNAML08PL28_21M"
"patient.1.1.2.2"	"MPNAML08PL28_21O"
"patient.1.1.2.2"	"MPNAML08PL28_3O"
"patient.1.1.2.2"	"MPNAML08PL28_5G"
"patient.1.1.2.2"	"MPNAML08PL28_7A"
"patient.1.1.2.2"	"MPNAML08PL28_7M"
"patient.1.2.1.1"	"MPNAML08PL19_11D"
"patient.1.2.1.1"	"MPNAML08PL19_11O"
"patient.1.2.1.1"	"MPNAML08PL19_19F"
"patient.1.2.1.1"	"MPNAML08PL19_19H"
"patient.1.2.1.1"	"MPNAML08PL19_1B"
"patient.1.2.1.1"	"MPNAML08PL19_1E"
"patient.1.2.1.1"	"MPNAML08PL19_1H"
"patient.1.2.1.1"	"MPNAML08PL19_1K"
"patient.1.2.1.1"	"MPNAML08PL19_23K"
"patient.1.2.1.1"	"MPNAML08PL19_3D"
"patient.1.2.1.1"	"MPNAML08PL19_3E"
"patient.1.2.1.1"	"MPNAML08PL19_3F"
"patient.1.2.1.1"	"MPNAML08PL19_3J"
"patient.1.2.1.1"	"MPNAML08PL19_7G"
"patient.1.2.1.1"	"MPNAML08PL19_9F"
"patient.1.2.1.1"	"MPNAML08PL19_9G"
"patient.1.2.1.1"	"MPNAML08PL19_9J"
"patient.1.2.1.1"	"MPNAML08PL19_9N"
"patient.1.2.1.1"	"MPNAML08PL19_9P"
"patient.1.2.1.1"	"MPNAML08PL20_13L"
"patient.1.2.1.1"	"MPNAML08PL20_17D"
"patient.1.2.1.1"	"MPNAML08PL20_17F"
"patient.1.2.1.1"	"MPNAML08PL20_1B"
"patient.1.2.1.1"	"MPNAML08PL20_1F"
"patient.1.2.1.1"	"MPNAML08PL20_1J"
"patient.1.2.1.1"	"MPNAML08PL20_21D"
"patient.1.2.1.1"	"MPNAML08PL20_21F"
"patient.1.2.1.1"	"MPNAML08PL20_23B"
"patient.1.2.1.1"	"MPNAML08PL20_23D"
"patient.1.2.1.1"	"MPNAML08PL20_23H"
"patient.1.2.1.1"	"MPNAML08PL20_3E"
"patient.1.2.1.1"	"MPNAML08PL20_7F"
"patient.1.2.1.1"	"MPNAML08PL21_13A"
"patient.1.2.1.1"	"MPNAML08PL21_13P"
"patient.1.2.1.1"	"MPNAML08PL21_15B"
"patient.1.2.1.1"	"MPNAML08PL21_15J"
"patient.1.2.1.1"	"MPNAML08PL21_17B"
"patient.1.2.1.1"	"MPNAML08PL21_17D"
"patient.1.2.1.1"	"MPNAML08PL21_17F"
"patient.1.2.1.1"	"MPNAML08PL21_17G"
"patient.1.2.1.1"	"MPNAML08PL21_19B"
"patient.1.2.1.1"	"MPNAML08PL21_19D"
"patient.1.2.1.1"	"MPNAML08PL21_19F"
"patient.1.2.1.1"	"MPNAML08PL21_19H"
"patient.1.2.1.1"	"MPNAML08PL21_1C"
"patient.1.2.1.1"	"MPNAML08PL21_1F"
"patient.1.2.1.1"	"MPNAML08PL21_1O"
"patient.1.2.1.1"	"MPNAML08PL21_21H"
"patient.1.2.1.1"	"MPNAML08PL21_23B"
"patient.1.2.1.1"	"MPNAML08PL21_23D"
"patient.1.2.1.1"	"MPNAML08PL21_23F"
"patient.1.2.1.1"	"MPNAML08PL21_23H"
"patient.1.2.1.1"	"MPNAML08PL21_23K"
"patient.1.2.1.1"	"MPNAML08PL21_3E"
"patient.1.2.1.1"	"MPNAML08PL21_3F"
"patient.1.2.1.1"	"MPNAML08PL21_3J"
"patient.1.2.1.1"	"MPNAML08PL21_3L"
"patient.1.2.1.1"	"MPNAML08PL21_3O"
"patient.1.2.1.1"	"MPNAML08PL21_3P"
"patient.1.2.1.1"	"MPNAML08PL21_5B"
"patient.1.2.1.1"	"MPNAML08PL21_9A"
"patient.1.2.1.1"	"MPNAML08PL21_9B"
"patient.1.2.1.1"	"MPNAML08PL21_9F"
"patient.1.2.1.1"	"MPNAML08PL21_9H"
"patient.1.2.1.1"	"MPNAML08PL21_9M"
"patient.1.2.1.1"	"MPNAML08PL22_13N"
"patient.1.2.1.1"	"MPNAML08PL22_15O"
"patient.1.2.1.1"	"MPNAML08PL22_17A"
"patient.1.2.1.1"	"MPNAML08PL22_17B"
"patient.1.2.1.1"	"MPNAML08PL22_17F"
"patient.1.2.1.1"	"MPNAML08PL22_17N"
"patient.1.2.1.1"	"MPNAML08PL22_19D"
"patient.1.2.1.1"	"MPNAML08PL22_19E"
"patient.1.2.1.1"	"MPNAML08PL22_19F"
"patient.1.2.1.1"	"MPNAML08PL22_19H"
"patient.1.2.1.1"	"MPNAML08PL22_1B"
"patient.1.2.1.1"	"MPNAML08PL22_1F"
"patient.1.2.1.1"	"MPNAML08PL22_1H"
"patient.1.2.1.1"	"MPNAML08PL22_21B"
"patient.1.2.1.1"	"MPNAML08PL22_3B"
"patient.1.2.1.1"	"MPNAML08PL22_3D"
"patient.1.2.1.1"	"MPNAML08PL22_3H"
"patient.1.2.1.1"	"MPNAML08PL22_5A"
"patient.1.2.1.1"	"MPNAML08PL22_7B"
"patient.1.2.1.1"	"MPNAML08PL22_7F"
"patient.1.2.1.1"	"MPNAML08PL22_7I"
"patient.1.2.1.1"	"MPNAML08PL22_9G"
"patient.1.2.1.1"	"MPNAML08PL23_11P"
"patient.1.2.1.1"	"MPNAML08PL23_13B"
"patient.1.2.1.1"	"MPNAML08PL23_17B"
"patient.1.2.1.1"	"MPNAML08PL23_17F"
"patient.1.2.1.1"	"MPNAML08PL23_17J"
"patient.1.2.1.1"	"MPNAML08PL23_19F"
"patient.1.2.1.1"	"MPNAML08PL23_21P"
"patient.1.2.1.1"	"MPNAML08PL23_3G"
"patient.1.2.1.1"	"MPNAML08PL23_5J"
"patient.1.2.1.1"	"MPNAML08PL23_5N"
"patient.1.2.1.1"	"MPNAML08PL23_5O"
"patient.1.2.1.1"	"MPNAML08PL23_7D"
"patient.1.2.1.1"	"MPNAML08PL23_7I"
"patient.1.2.1.1"	"MPNAML08PL23_9N"
"patient.1.2.1.1"	"MPNAML08PL24_11H"
"patient.1.2.1.1"	"MPNAML08PL24_11K"
"patient.1.2.1.1"	"MPNAML08PL24_13P"
"patient.1.2.1.1"	"MPNAML08PL24_15I"
"patient.1.2.1.1"	"MPNAML08PL24_15K"
"patient.1.2.1.1"	"MPNAML08PL24_17K"
"patient.1.2.1.1"	"MPNAML08PL24_19P"
"patient.1.2.1.1"	"MPNAML08PL24_1K"
"patient.1.2.1.1"	"MPNAML08PL24_21K"
"patient.1.2.1.1"	"MPNAML08PL24_23L"
"patient.1.2.1.1"	"MPNAML08PL24_5M"
"patient.1.2.1.1"	"MPNAML08PL24_5N"
"patient.1.2.1.1"	"MPNAML08PL24_7H"
"patient.1.2.1.1"	"MPNAML08PL25_13H"
"patient.1.2.1.1"	"MPNAML08PL25_13M"
"patient.1.2.1.1"	"MPNAML08PL25_15B"
"patient.1.2.1.1"	"MPNAML08PL25_15O"
"patient.1.2.1.1"	"MPNAML08PL25_17K"
"patient.1.2.1.1"	"MPNAML08PL25_17L"
"patient.1.2.1.1"	"MPNAML08PL25_19D"
"patient.1.2.1.1"	"MPNAML08PL25_1H"
"patient.1.2.1.1"	"MPNAML08PL25_23G"
"patient.1.2.1.1"	"MPNAML08PL25_23K"
"patient.1.2.1.1"	"MPNAML08PL25_3D"
"patient.1.2.1.1"	"MPNAML08PL25_3E"
"patient.1.2.1.1"	"MPNAML08PL25_3F"
"patient.1.2.1.1"	"MPNAML08PL25_3J"
"patient.1.2.1.1"	"MPNAML08PL25_5F"
"patient.1.2.1.1"	"MPNAML08PL25_5G"
"patient.1.2.1.1"	"MPNAML08PL25_5K"
"patient.1.2.1.1"	"MPNAML08PL25_5O"
"patient.1.2.1.1"	"MPNAML08PL25_7C"
"patient.1.2.1.1"	"MPNAML08PL25_7D"
"patient.1.2.1.1"	"MPNAML08PL25_7H"
"patient.1.2.1.1"	"MPNAML08PL25_7L"
"patient.1.2.1.1"	"MPNAML08PL25_7O"
"patient.1.2.1.1"	"MPNAML08PL28_11O"
"patient.1.2.1.1"	"MPNAML08PL28_15G"
"patient.1.2.1.1"	"MPNAML08PL28_19F"
"patient.1.2.1.1"	"MPNAML08PL28_19H"
"patient.1.2.1.1"	"MPNAML08PL28_21B"
"patient.1.2.1.1"	"MPNAML08PL28_21C"
"patient.1.2.1.1"	"MPNAML08PL28_21F"
"patient.1.2.1.1"	"MPNAML08PL28_21H"
"patient.1.2.1.1"	"MPNAML08PL28_21I"
"patient.1.2.1.1"	"MPNAML08PL28_23F"
"patient.1.2.1.1"	"MPNAML08PL28_23P"
"patient.1.2.1.1"	"MPNAML08PL28_5E"
"patient.1.2.1.2"	"MPNAML08PL19_13L"
"patient.1.2.1.2"	"MPNAML08PL19_3O"
"patient.1.2.1.2"	"MPNAML08PL20_11M"
"patient.1.2.1.2"	"MPNAML08PL20_15B"
"patient.1.2.1.2"	"MPNAML08PL20_15K"
"patient.1.2.1.2"	"MPNAML08PL20_17B"
"patient.1.2.1.2"	"MPNAML08PL20_17H"
"patient.1.2.1.2"	"MPNAML08PL20_19B"
"patient.1.2.1.2"	"MPNAML08PL20_19C"
"patient.1.2.1.2"	"MPNAML08PL20_19D"
"patient.1.2.1.2"	"MPNAML08PL20_19E"
"patient.1.2.1.2"	"MPNAML08PL20_19F"
"patient.1.2.1.2"	"MPNAML08PL20_19H"
"patient.1.2.1.2"	"MPNAML08PL20_1D"
"patient.1.2.1.2"	"MPNAML08PL20_1H"
"patient.1.2.1.2"	"MPNAML08PL20_1N"
"patient.1.2.1.2"	"MPNAML08PL20_21B"
